Source,Date,Text,Positive,Neutral,Negative,Compound,Tweets Ago
CBSNews,Mon Aug 27 08:33:04 +0000 2018,"Random person runs on stage during Beyonce &amp; Jay-Z concert in Atlanta, Ga. https://t.co/vtPWeTcgql https://t.co/FDNOuaI7Px",0.0,1.0,0.0,0.0,44
CBSNews,Mon Aug 27 08:18:03 +0000 2018,Schumer proposes renaming Russell Senate Office Building after John McCain https://t.co/MNYRCgtbPA https://t.co/4EN9C4e8zm,0.0,1.0,0.0,0.0,45
CBSNews,Mon Aug 27 08:14:05 +0000 2018,"Tropical storm Miriam could become hurricane, move near Hawaii https://t.co/hC5JmM7onV https://t.co/42Tzto3nbN",0.0,1.0,0.0,0.0,46
CBSNews,Mon Aug 27 08:03:05 +0000 2018,American Express CEO Ken Chenault retires https://t.co/7o52KDvRa0 https://t.co/mLBVSABtI2,0.0,1.0,0.0,0.0,47
CBSNews,Mon Aug 27 07:48:02 +0000 2018,"Chicago apartment fire kills 8, including 6 children https://t.co/WzR4UM9w1B https://t.co/NLWq4wAfeE",0.0,0.543,0.457,-0.7096,48
CBSNews,Mon Aug 27 07:33:03 +0000 2018,Senator McCain's final speech on the Senate floor https://t.co/qxYmAwIoD6 https://t.co/XFAYN97Ng8,0.0,1.0,0.0,0.0,49
CBSNews,Mon Aug 27 07:18:03 +0000 2018,Couple's love story started with a CPR kiss https://t.co/WwaHi1KavW https://t.co/QW84ypBVGY,0.5,0.5,0.0,0.7906,50
CBSNews,Mon Aug 27 07:03:03 +0000 2018,Guide to hearing aids https://t.co/yBAq5e1cWF https://t.co/GR7wLMDV9l,0.0,1.0,0.0,0.0,51
CBSNews,Mon Aug 27 06:48:04 +0000 2018,Hawaii wins U.S. championship at Little League World Series https://t.co/cb7RwVLrGp https://t.co/Gj0Ws4dSAo,0.423,0.577,0.0,0.765,52
CBSNews,Mon Aug 27 06:33:03 +0000 2018,Passage: Robin Leach and Ed King https://t.co/dIsim9Zjgy https://t.co/vUKyxkXqLU,0.0,1.0,0.0,0.0,53
CBSNews,Mon Aug 27 06:18:04 +0000 2018,"Neil Simon, legendary Broadway playwright, dead at 91 https://t.co/508A5In8YJ https://t.co/KtRlWNIR3x",0.0,0.677,0.323,-0.6486,54
CBSNews,Mon Aug 27 06:03:05 +0000 2018,The Dish: Savannah's Mashama Bailey https://t.co/ngDy32O3KP https://t.co/aEVh0Yhl2d,0.0,1.0,0.0,0.0,55
CBSNews,Mon Aug 27 05:48:03 +0000 2018,Investigations plunge into personal territory that President Trump once declared off-limits https://t.co/z2lMjPUfii https://t.co/MmxYidiA4W,0.0,1.0,0.0,0.0,56
CBSNews,Mon Aug 27 05:33:03 +0000 2018,"Almanac: Don LaFontaine, the voice of movie trailers https://t.co/NYQAFObS5e https://t.co/YhjuNHnHbe",0.0,1.0,0.0,0.0,57
CBSNews,Mon Aug 27 05:18:03 +0000 2018,"Revisiting Hanoi, where John McCain was shot down and held as a POW https://t.co/1PGawfkryk https://t.co/B9EYaB6jEW",0.0,1.0,0.0,0.0,58
CBSNews,Mon Aug 27 05:03:04 +0000 2018,A portrait of America https://t.co/r2u2pmdN51 https://t.co/hQP1CZpu8P,0.0,1.0,0.0,0.0,59
CBSNews,Mon Aug 27 04:48:04 +0000 2018,Arizona Gov. Doug Ducey will name McCain's replacement after funeral https://t.co/u6TovODXIK https://t.co/NyNzB51pPd,0.0,0.815,0.185,-0.3612,60
CBSNews,Mon Aug 27 04:44:24 +0000 2018,Ken Chenault on leadership and success at American Express https://t.co/6QO6G3OfMT https://t.co/5WjyhYCBPp,0.27,0.73,0.0,0.5719,61
CBSNews,Mon Aug 27 04:32:28 +0000 2018,"WATCH: As news of the mass shooting in Jacksonville, Florida, broke Sunday, organizations, celebrities, sports team… https://t.co/OcZX4uqUi9",0.0,0.851,0.149,-0.4215,62
CBSNews,Mon Aug 27 04:18:04 +0000 2018,Remembering 1968: Chicago's bloody Democratic Convention https://t.co/rpIt1j4PMO https://t.co/Z5TxZMfjhN,0.0,0.707,0.293,-0.4404,63
CBSNews,Mon Aug 27 04:03:04 +0000 2018,Schumer proposes renaming Russell Senate Office Building after John McCain https://t.co/Yoa5LwiB9c https://t.co/slCIT5LQHX,0.0,1.0,0.0,0.0,64
CBSNews,Mon Aug 27 03:48:41 +0000 2018,"It’s the hottest new form of money on the market, but it doesn’t come out of an ATM. It has to be mined. Stream the… https://t.co/psbQp3VKqd",0.0,1.0,0.0,0.0,65
CBSNews,Mon Aug 27 03:48:04 +0000 2018,Reclaiming the American prairie https://t.co/TgHTymXyGz https://t.co/GOcxIHfe59,0.0,1.0,0.0,0.0,66
CBSNews,Mon Aug 27 03:33:05 +0000 2018,Art Garfunkel on finding his voice again https://t.co/7tnV2slmds https://t.co/zWwm68kic8,0.0,1.0,0.0,0.0,67
CBSNews,Mon Aug 27 03:18:03 +0000 2018,McCain requested Obama and George W. Bush deliver eulogies at funeral https://t.co/CszOJZk1uA https://t.co/fj4ODvGlu9,0.0,0.828,0.172,-0.3612,68
CBSNews,Mon Aug 27 02:44:23 +0000 2018,"Tropical Storm Lane spares Hawaii from a direct hit, but still dumps at least 4 feet of rain https://t.co/CA6JLq5ljY https://t.co/L3XBvdRUiA",0.0,0.827,0.173,-0.5499,69
CBSNews,Mon Aug 27 02:24:04 +0000 2018,"Eleven former staffers at a prominent New Hampshire prep school have been accused of fondling, forced kissing and o… https://t.co/biipDRJvOs",0.229,0.573,0.198,0.2023,70
CBSNews,Mon Aug 27 01:45:28 +0000 2018,"Hawaii wins the 2018 Little League World Series championship, its first in a decade, defeating South Korea 3-0… https://t.co/3b2ThS4Ge2",0.273,0.62,0.107,0.6124,71
CBSNews,Mon Aug 27 01:25:04 +0000 2018,CONGRATS (little) GRAD: A baby boy born at only 22 weeks was given a tiny cap and gown after “graduating” from the… https://t.co/yJxUjFAiyT,0.171,0.829,0.0,0.6289,72
CBSNews,Mon Aug 27 01:05:00 +0000 2018,"Four-year-old Dylan Stich was wary about jumping off the diving board, until 95-year-old Daniel Biss, an Air Force… https://t.co/tzGgcGNFGJ",0.067,0.933,0.0,0.0772,73
CBSNews,Mon Aug 27 00:44:39 +0000 2018,"Former Vatican official claims Pope Francis knew of abusive ex-cardinal, calls for his resignation… https://t.co/MLsvAByT6P",0.0,0.769,0.231,-0.6369,74
CBSNews,Mon Aug 27 00:24:42 +0000 2018,"John McCain remembered: Obama, family and more pay tribute https://t.co/HuTdQPm1D4 https://t.co/FQD0YAAevt",0.0,0.855,0.145,-0.1761,75
CBSNews,Mon Aug 27 00:05:31 +0000 2018,"There’s a new gold rush going down in cities across America, but it doesn’t look at all like you’d think. Stream th… https://t.co/xQ2CEYX8u4",0.134,0.866,0.0,0.5023,76
CBSNews,Sun Aug 26 23:54:31 +0000 2018,“One violent crime in our city is one too many. Tonight we pray for the wounded. And we pray for the families of th… https://t.co/Ns5jVT96M8,0.139,0.636,0.224,-0.5859,77
CBSNews,Sun Aug 26 23:48:25 +0000 2018,"Jacksonville shooting: A 24-year-old Baltimore, Maryland, man is believed to be the shooter, according to the Jacks… https://t.co/uZ8Ltmqy0H",0.0,1.0,0.0,0.0,78
CBSNews,Sun Aug 26 23:44:27 +0000 2018,"Jacksonville shooting: Authorities say 3 individuals were found dead at the scene of the shooting, including the su… https://t.co/Cc0Dx8UdP1",0.0,0.798,0.202,-0.6486,79
CBSNews,Sun Aug 26 23:27:08 +0000 2018,"""All of us can aspire to the courage to put the greater good above our own,"" says Former President Obama about John… https://t.co/C8ahEBfXMW",0.301,0.699,0.0,0.8225,80
CBSNews,Sun Aug 26 23:04:42 +0000 2018,"Chicago apartment fire kills 8, including 6 children https://t.co/wI4aQPlOx9 https://t.co/XSSKQuhO5o",0.0,0.543,0.457,-0.7096,81
CBSNews,Sun Aug 26 22:46:01 +0000 2018,"Jacksonville, Fla., shooting: Preliminary reports say four people were killed and at least nine wounded. It is uncl… https://t.co/O54nE3Oowf",0.0,0.8,0.2,-0.6705,82
CBSNews,Sun Aug 26 22:27:10 +0000 2018,"Multiple people have been killed after a shooting at a video game tournament Sunday in Jacksonville, Florida. Here… https://t.co/UyYUj6HhKM",0.0,0.78,0.22,-0.6705,83
CBSNews,Sun Aug 26 22:00:54 +0000 2018,"Pope Francis apologizes for Catholic Church's ""crimes"" in Ireland https://t.co/vJoubDEcQt https://t.co/0rcu3O7rw3",0.2,0.8,0.0,0.3612,84
CBSNews,Sun Aug 26 21:46:25 +0000 2018,"Jacksonville Sheriff Mike Williams said one suspect, a white male, was killed at The Jacksonville Landing in the ci… https://t.co/LMf8JNfSH5",0.0,0.717,0.283,-0.7717,85
CBSNews,Sun Aug 26 21:40:36 +0000 2018,"""In the end, it matters less that you can fight. What you fight for is the real test."" The greatest quotes from Joh… https://t.co/k2VjOsPaJA",0.174,0.656,0.17,0.0258,86
CBSNews,Sun Aug 26 21:20:35 +0000 2018,A look at the last moments @60Minutes shared with John McCain https://t.co/h5hifVVHL7 https://t.co/5spcASa25a,0.179,0.821,0.0,0.34,87
CBSNews,Sun Aug 26 20:56:40 +0000 2018,"It’s the hottest new form of money on the market, but it doesn’t come out of an ATM. It has to be mined. Stream the… https://t.co/7nErC1uGy1",0.0,1.0,0.0,0.0,88
CBSNews,Sun Aug 26 20:32:20 +0000 2018,SOON: @JSOPIO to hold news conference on mass shooting at a Madden gaming tournament that left multiple people dead… https://t.co/z9noLDSr8u,0.0,1.0,0.0,0.0,89
CBSNews,Sun Aug 26 19:55:52 +0000 2018,"""The President has been briefed and we are monitoring the situation in Jacksonville, FL,"" @PressSec says.… https://t.co/JsY3mmxhvp",0.0,1.0,0.0,0.0,90
CBSNews,Sun Aug 26 19:51:26 +0000 2018,"""It could have been me,"" says contestant, who was on his way to Madden tournament where deadly mass shooting happen… https://t.co/lQO0zzCGnv",0.0,1.0,0.0,0.0,91
CBSNews,Sun Aug 26 19:24:33 +0000 2018,Florida Gov. Rick Scott tweeted that he is offering state resources to the local sheriff's office after a mass shoo… https://t.co/tOYdLzeSoz,0.0,1.0,0.0,0.0,92
CBSNews,Sun Aug 26 19:02:42 +0000 2018,BREAKING: Multiple people have been killed in a mass shooting at a mall hosting a Madden tournament in Jacksonville… https://t.co/j0YwP1B7Ru,0.0,0.78,0.22,-0.6705,93
CBSNews,Sun Aug 26 18:54:11 +0000 2018,"Jacksonville police are responding to a ""mass shooting"" believed to be at a venue hosting a regional Madden tournam… https://t.co/EurxmWaeJZ",0.0,1.0,0.0,0.0,94
CBSNews,Sun Aug 26 18:50:34 +0000 2018,"Senator McCain died on the same day as Sen. Ted Kennedy did, nine years apart, of the same cancer. Here's him talki… https://t.co/hMxlELVZZG",0.0,0.724,0.276,-0.8402,95
CBSNews,Sun Aug 26 18:30:18 +0000 2018,"BREAKING: Police in Jacksonville, Florida, say they're responding to a mass shooting at the Jacksonville Landing ma… https://t.co/RUXFBjJcFd",0.0,1.0,0.0,0.0,96
CBSNews,Sun Aug 26 18:11:01 +0000 2018,"In the six-decade history of @FaceTheNation, Sen. John McCain was the most frequent guest, with 112 total appearanc… https://t.co/uaq1qvOzJC",0.0,1.0,0.0,0.0,97
CBSNews,Sun Aug 26 17:50:55 +0000 2018,Arizona Gov. Doug Ducey will name John McCain's replacement after funeral https://t.co/i7CrzP02sn https://t.co/M1DX4SF1Uu,0.0,0.828,0.172,-0.3612,98
CBSNews,Sun Aug 26 17:20:33 +0000 2018,"""With all my failings, I try to be."" In 2017, Senator John McCain talked about seeing himself as ""The Man in the Ar… https://t.co/a6VGexnVI6",0.0,0.873,0.127,-0.4939,99
CBSNews,Sun Aug 26 17:00:55 +0000 2018,"Cryptocurrency: Virtual money, real power, and the fight for a small town's future https://t.co/FAscrLnH2v https://t.co/anihYX1BKK",0.0,0.833,0.167,-0.3818,100
CNN,Mon Aug 27 16:20:07 +0000 2018,The White House flag returned to its regular position even as other flags around Washington -- including at the US… https://t.co/IaeYMw1I2b,0.0,1.0,0.0,0.0,1
CNN,Mon Aug 27 16:10:07 +0000 2018,"Four teens, who were attending a slumber party, were killed and four others were injured when an SUV plowed into th… https://t.co/SdpKNuEyDm",0.097,0.645,0.258,-0.6705,2
CNN,Mon Aug 27 16:00:08 +0000 2018,Gaming community and friends mourn the Jacksonville shooting victims https://t.co/hFqWFlI1fj https://t.co/C79iA3M0bd,0.191,0.494,0.315,-0.25,3
CNN,Mon Aug 27 15:50:03 +0000 2018,"Facebook has banned 20 organizations and individuals in Myanmar, including a senior military commander, from using… https://t.co/hRrJ3hMC5H",0.0,0.833,0.167,-0.4588,4
CNN,Mon Aug 27 15:40:06 +0000 2018,Don't try to sugarcoat the horror of Jacksonville | @lzgranderson for @CNNopinion https://t.co/7GaTAPntKx,0.0,0.748,0.252,-0.5719,5
CNN,Mon Aug 27 15:30:10 +0000 2018,Ted Kennedy's son remembers his father's friendship with John McCain https://t.co/AM1nyr2a1T https://t.co/Z7XKKTQF6l,0.209,0.791,0.0,0.4404,6
CNN,Mon Aug 27 15:20:08 +0000 2018,Investors still aren't happy with Elon Musk https://t.co/m2uvbSCmOJ https://t.co/CquB8Meuyy,0.0,0.727,0.273,-0.4585,7
CNN,Mon Aug 27 15:10:05 +0000 2018,Two of the first 16 people to receive an experimental treatment for Ebola have recovered in the current outbreak in… https://t.co/AqAmHVzhAe,0.0,1.0,0.0,0.0,8
CNN,Mon Aug 27 15:00:18 +0000 2018,Former President Barack Obama praised Hawaii's Little League team after their championship victory over South Korea… https://t.co/6OIOers8i9,0.289,0.711,0.0,0.7269,9
CNN,Mon Aug 27 14:50:05 +0000 2018,Kenya has introduced a new anti-poaching technique involving specially-trained sniffer dogs to crack down on illega… https://t.co/tRmoh3AV6W,0.0,1.0,0.0,0.0,10
CNN,Mon Aug 27 14:40:06 +0000 2018,German government condemns right-wing rioters after protests surprise police https://t.co/T1feNGTzr3 https://t.co/9DwZzU3dNv,0.137,0.523,0.34,-0.4767,11
CNN,Mon Aug 27 14:30:09 +0000 2018,"Half a million people were expected to attend the papal Mass in Dublin's Phoenix Park on Sunday, but aerial photos… https://t.co/MSHWsVAyVb",0.0,1.0,0.0,0.0,12
CNN,Mon Aug 27 14:20:04 +0000 2018,"White House aides drafted a fulsome statement for President Trump on the death of Sen. John McCain, but it was neve… https://t.co/zO4Z5sE88s",0.0,0.891,0.109,-0.3506,13
CNN,Mon Aug 27 14:13:38 +0000 2018,"Marijuana chemicals, like THC, can be detected in breast milk up to six days after a breastfeeding mom uses marijua… https://t.co/OoBiJ7nScK",0.116,0.884,0.0,0.3612,14
CNN,Mon Aug 27 14:00:31 +0000 2018,The United States and Mexico are on track to announce details of a new trade agreement Monday as part of ongoing di… https://t.co/HWdnq95DkD,0.231,0.769,0.0,0.7184,15
CNN,Mon Aug 27 13:56:03 +0000 2018,Wanna bike instead of ride? Uber is cool with that https://t.co/WhfSOSP4HU https://t.co/68UrDhOZUf,0.19,0.81,0.0,0.3774,16
CNN,Mon Aug 27 13:49:21 +0000 2018,"The New York Stock Exchange held a moment of silence this morning for Sen. John McCain, who died on Saturday… https://t.co/TEY3cSt6ZF",0.0,0.841,0.159,-0.5574,17
CNN,Mon Aug 27 13:28:58 +0000 2018,He's responsible for discovering nearly a quarter of the world's corals. Now this scientist says the struggling ree… https://t.co/osws5Fth7E,0.109,0.758,0.133,-0.128,18
CNN,Mon Aug 27 13:15:54 +0000 2018,"Today's top business headlines before the opening bell on Wall Street:

- Nasdaq, S&amp;P 500 hit records

- US-Mexico… https://t.co/FalXntWenG",0.096,0.904,0.0,0.2023,19
CNN,Mon Aug 27 12:58:56 +0000 2018,Warren Buffett is gearing up to invest in India's top mobile payments firm https://t.co/7p7WrEbWkT https://t.co/B6KvmOstEP,0.114,0.886,0.0,0.2023,20
CNN,Mon Aug 27 12:47:27 +0000 2018,This year's Burning Man features a 30-ton inflatable disco ball https://t.co/cPKAjkcXp1 via @CNNstyle https://t.co/4JcCxPYwWe,0.0,1.0,0.0,0.0,21
CNN,Mon Aug 27 12:33:35 +0000 2018,"Katherine Johnson, the woman who hand-crunched the numbers for America's first manned space flight, turned 100 yest… https://t.co/NptjKHyLie",0.0,1.0,0.0,0.0,22
CNN,Mon Aug 27 12:20:09 +0000 2018,Runners across the US dedicate #MilesForMollie to show they're not afraid https://t.co/zE3XiSSvjd https://t.co/q3StWdCbLf,0.0,1.0,0.0,0.0,23
CNN,Mon Aug 27 12:17:48 +0000 2018,Serena Williams responds after her 'catsuit' is banned by French Open https://t.co/440HsBvhYf https://t.co/aBSM7fBJZf,0.0,0.8,0.2,-0.4588,24
CNN,Mon Aug 27 12:03:00 +0000 2018,"For Catholic parents, choosing to raise kids in a church marred by sex abuse is a 'painful thing'… https://t.co/Fpj8ojsaSv",0.0,0.679,0.321,-0.7964,25
CNN,Mon Aug 27 11:48:46 +0000 2018,What I learned from covering a statesman's journey | by @DanaBashCNN https://t.co/aJd0QNq60l https://t.co/PQ7azJ7kTd,0.0,1.0,0.0,0.0,26
CNN,Mon Aug 27 11:38:05 +0000 2018,War virtually destroyed Mosul. This child still finds celebration in life. https://t.co/eWGDZ0nXdz https://t.co/azPbe0JT7F,0.0,0.608,0.392,-0.7964,27
CNN,Mon Aug 27 11:26:04 +0000 2018,A group of suspected asylum seekers are believed to be hiding in a crocodile-infested rainforest after their boat r… https://t.co/USnYcrvMww,0.0,0.796,0.204,-0.4767,28
CNN,Mon Aug 27 11:18:03 +0000 2018,"RT @cnni: JUST IN: Facebook has banned 20 organizations and individuals in Myanmar and acknowledged that it was ""too slow"" to prevent the s…",0.042,0.843,0.115,-0.4404,29
CNN,Mon Aug 27 11:17:30 +0000 2018,RT @NewDay: Pope Francis is refusing to comment on claims he was told about sexual abuse allegations against a high-profile US cardinal yea…,0.0,0.743,0.257,-0.7845,30
CNN,Mon Aug 27 11:16:22 +0000 2018,"""Crazy Rich Asians"" tops box office again with crazy second weekend https://t.co/Gd0iESug09 https://t.co/2MRf3D3Ktj",0.333,0.435,0.232,0.4767,31
CNN,Mon Aug 27 11:02:04 +0000 2018,"5 things for Monday:

- Florida mass shooting
- John McCain
- Pope Francis
- Neil Simon
- Alcohol study… https://t.co/xWy7snNUjO",0.0,1.0,0.0,0.0,32
CNN,Mon Aug 27 10:55:26 +0000 2018,"Marijuana chemicals, like THC, can be detected in breast milk up to six days after a breastfeeding mom uses marijua… https://t.co/exUTCrh7pW",0.116,0.884,0.0,0.3612,33
CNN,Mon Aug 27 10:40:04 +0000 2018,"Florida grapples with another shooting, this time at a Jacksonville video game tournament https://t.co/NcT2LMRNa1 https://t.co/SkqBDkNcdd",0.0,1.0,0.0,0.0,34
CNN,Mon Aug 27 10:30:09 +0000 2018,"White House aides drafted a fulsome statement for President Trump on the death of Sen. John McCain, but it was neve… https://t.co/QT3vvOvFHH",0.0,0.891,0.109,-0.3506,35
CNN,Mon Aug 27 10:20:08 +0000 2018,This startup wants to help travelers get online wherever they go https://t.co/VoCW3F3eaw https://t.co/Rr5KiNgvJc,0.184,0.816,0.0,0.4019,36
CNN,Mon Aug 27 10:16:22 +0000 2018,Start your Monday smart: Bidding adieu to the Queen of Soul. Hot primaries in Arizona and Florida. College football… https://t.co/9UAayThjxx,0.124,0.876,0.0,0.4019,37
CNN,Mon Aug 27 10:06:04 +0000 2018,"""He went every place -- every place that no one else would go -- to stand up for America, and in that way, he was a… https://t.co/azVYUzNR8P",0.0,0.922,0.078,-0.296,38
CNN,Mon Aug 27 09:54:34 +0000 2018,Is capitalism losing or is socialism gaining? Yes. | @CNNPolitics Analysis https://t.co/yqSPKRrsHX https://t.co/e1McsKaj7P,0.322,0.526,0.152,0.4404,39
CNN,Mon Aug 27 09:51:00 +0000 2018,Dive the Great Barrier Reef with the scientist who discovered nearly a quarter of the world's corals… https://t.co/9AKcXy7lOP,0.199,0.728,0.073,0.5574,40
CNN,Mon Aug 27 09:44:16 +0000 2018,"""Crazy Rich Asians"" topped the box office for a second weekend https://t.co/DcvMZWMMSQ https://t.co/symBYeFVjs",0.225,0.625,0.15,0.296,41
CNN,Mon Aug 27 09:33:49 +0000 2018,Kim Jong Un's charm offensive is winning over other nations -- while Trump's on the sidelines | @sam_vinograd for… https://t.co/0zX04CvSzj,0.243,0.637,0.12,0.4767,42
CNN,Mon Aug 27 09:25:00 +0000 2018,"John McCain fought and was captured during the Vietnam War. Now in Hanoi, some people are paying their respects.… https://t.co/LAXAVtpkuR",0.0,0.744,0.256,-0.7351,43
CNN,Mon Aug 27 09:23:19 +0000 2018,"Delivering mass under stormy Dublin skies, Pope Francis gave an unplanned speech on abuse and asked for forgiveness… https://t.co/Nj5Aqvs6GD",0.0,0.811,0.189,-0.6369,44
CNN,Mon Aug 27 09:12:55 +0000 2018,"Marijuana chemicals, like THC, can be detected in breast milk up to six days after a breastfeeding mom uses marijua… https://t.co/HvjYi64mRS",0.116,0.884,0.0,0.3612,45
CNN,Mon Aug 27 09:05:01 +0000 2018,"Katherine Johnson, the woman who hand-crunched the numbers for America's first manned space flight, turned 100 yest… https://t.co/3BIDArDp9m",0.0,1.0,0.0,0.0,46
CNN,Mon Aug 27 08:54:06 +0000 2018,China's biggest ride-hailing company suspended one of its services after a driver was accused of raping and killing… https://t.co/bdsj6AzeTD,0.0,0.598,0.402,-0.8779,47
CNN,Mon Aug 27 08:42:06 +0000 2018,"""He is a politician like the rest of us. But the one thing I always believed about John, if I really needed him, he… https://t.co/ZCpJfh1P29",0.106,0.894,0.0,0.3612,48
CNN,Mon Aug 27 08:31:44 +0000 2018,"Myanmar's military leaders should be investigated and prosecuted for genocide, crimes against humanity and war crim… https://t.co/9r4JtoEm6M",0.0,0.698,0.302,-0.7579,49
CNN,Mon Aug 27 08:08:05 +0000 2018,"Another mass shooting unfolded in Florida, this time at a tournament for competitive players of the football video… https://t.co/WtdUfXhZgv",0.091,0.909,0.0,0.1779,50
CNN,Mon Aug 27 07:55:15 +0000 2018,Trump went against the advice of senior aides to issue an official White House statement praising Sen. John McCain… https://t.co/iV4XAQRkFi,0.156,0.844,0.0,0.5423,51
CNN,Mon Aug 27 07:38:05 +0000 2018,Serena Williams responds after her 'catsuit' is banned by French Open https://t.co/oxc7wIRDlr https://t.co/lQRIoCB7tq,0.0,0.8,0.2,-0.4588,52
CNN,Mon Aug 27 07:30:04 +0000 2018,British-Iranian woman accused of spying returns to prison in Iran https://t.co/ZjtKBP5UpV https://t.co/O8RorqDcba,0.0,0.645,0.355,-0.6705,53
CNN,Mon Aug 27 07:29:13 +0000 2018,Pope Francis speaks to thousands at Sunday Mass in Dublin amid sex abuse scandal https://t.co/Vaxo1mCfug https://t.co/NZiB9ks4x4,0.0,0.664,0.336,-0.7964,54
CNN,Mon Aug 27 07:01:51 +0000 2018,"""We've got to really stop and say to ourselves: there's something wrong... Why are young men willing to give up the… https://t.co/8iDadJz0Yr",0.0,0.894,0.106,-0.3597,55
CNN,Mon Aug 27 07:00:12 +0000 2018,"""Crazy Rich Asians"" tops box office again with crazy second weekend https://t.co/bFK1pBcMKW https://t.co/eGCXswgivk",0.333,0.435,0.232,0.4767,56
CNN,Mon Aug 27 06:50:18 +0000 2018,John McCain's final message for the President | Analysis by @StCollinson https://t.co/xQJ1lOKaxp https://t.co/4633ZTt3Th,0.0,1.0,0.0,0.0,57
CNN,Mon Aug 27 06:32:05 +0000 2018,Sen. McCain will be honored this week for five days in three cities https://t.co/hkyIMLmPjN https://t.co/bvF0QV2Y18,0.213,0.787,0.0,0.5859,58
CNN,Mon Aug 27 06:30:04 +0000 2018,17 days Elon Musk will never get back https://t.co/7uNh9gm9R4 https://t.co/31XsD3zgLh,0.0,1.0,0.0,0.0,59
CNN,Mon Aug 27 06:10:04 +0000 2018,A group of suspected asylum seekers are believed to be hiding in a crocodile-infested rainforest after their boat r… https://t.co/yhecLt64V7,0.0,0.796,0.204,-0.4767,60
CNN,Mon Aug 27 06:00:11 +0000 2018,War virtually destroyed Mosul. This child still finds celebration in life. https://t.co/PftwVsK4VZ https://t.co/Ma1JRpUKSo,0.0,0.608,0.392,-0.7964,61
CNN,Mon Aug 27 05:30:07 +0000 2018,"President Trump is right. His trade war with China is causing a huge problem with North Korea, writes YJ Fischer fo… https://t.co/SFxd1fxwYM",0.086,0.669,0.245,-0.6486,62
CNN,Mon Aug 27 05:00:13 +0000 2018,5.9 magnitude earthquake rattles western Iran https://t.co/ICWgOpOo1f https://t.co/XM74a5pC5R,0.0,1.0,0.0,0.0,63
CNN,Mon Aug 27 04:30:07 +0000 2018,"Trump's presidency as TV series will be binge-worthy, writes Dean Obeidallah for @CNNOpinion https://t.co/uwJdrDAUlZ https://t.co/XONGCcu7Ea",0.0,1.0,0.0,0.0,64
CNN,Mon Aug 27 04:00:19 +0000 2018,"This ""hovering"" backpack claims it'll help your back, neck, knees and ankles take up to 86% less punishment… https://t.co/U1ChdNpczb",0.13,0.87,0.0,0.4019,65
CNN,Mon Aug 27 03:30:08 +0000 2018,Pope Francis speaks to thousands at Sunday Mass in Dublin amid sex abuse scandal https://t.co/TGxyNgqEjh https://t.co/GSh9sMFXLx,0.0,0.664,0.336,-0.7964,66
CNN,Mon Aug 27 03:00:14 +0000 2018,Afghan President Ashraf Ghani accepted the resignation of his national security adviser but refused the resignation… https://t.co/ESRtKU8onW,0.157,0.63,0.213,-0.2846,67
CNN,Mon Aug 27 02:45:04 +0000 2018,Runners across the US dedicate #MilesForMollie to show they're not afraid https://t.co/GnyxyePTrS https://t.co/V385mLlhAl,0.0,1.0,0.0,0.0,68
CNN,Mon Aug 27 02:44:04 +0000 2018,Trump went against the advice of senior aides to issue an official White House statement praising Sen. John McCain… https://t.co/dGVkIBPGPW,0.156,0.844,0.0,0.5423,69
CNN,Mon Aug 27 02:30:11 +0000 2018,Zimbabwe inaugurates a President for the second time in 9 months https://t.co/qrmKBwE0Yo https://t.co/8L43x9QWTx,0.0,1.0,0.0,0.0,70
CNN,Mon Aug 27 02:15:07 +0000 2018,"A gunman killed two people and wounded 9 others at a video game tournament in Jacksonville, Florida, sheriff says.… https://t.co/26HoM83OFL",0.0,0.78,0.22,-0.6705,71
CNN,Mon Aug 27 02:00:08 +0000 2018,Former Vatican official calls for Pope's resignation amid sex abuse scandal https://t.co/2OvSfAYpRA https://t.co/Vkbvqc5SE6,0.0,0.518,0.482,-0.8519,72
CNN,Mon Aug 27 01:30:05 +0000 2018,Interior Minister Matteo Salvini facing investigation as migrants in Italy finally allowed to disembark… https://t.co/0xczcJjuhs,0.0,1.0,0.0,0.0,73
CNN,Mon Aug 27 01:15:00 +0000 2018,Here's what you need to know to start your week smart https://t.co/eWFgnhD3Hw https://t.co/3kuLGLmwoH,0.184,0.816,0.0,0.4019,74
CNN,Mon Aug 27 01:00:06 +0000 2018,German racing driver Sebastian Vettel wins Belgian GP after avoiding huge opening corner crash… https://t.co/I34jHBgk85,0.294,0.588,0.118,0.5574,75
CNN,Mon Aug 27 00:45:03 +0000 2018,A man bolted toward Jay-Z and Beyoncé at their Atlanta show. He didn't get far. https://t.co/J41OthD9MW https://t.co/ilFs9Xgyn9,0.0,1.0,0.0,0.0,76
CNN,Mon Aug 27 00:30:11 +0000 2018,The government just made it easier for workers to own a piece of their employer https://t.co/s8c6Duy2jM https://t.co/Q7xOvjg4ji,0.157,0.843,0.0,0.4215,77
CNN,Mon Aug 27 00:15:07 +0000 2018,"ISIS leader in Afghanistan killed in airstrike, US says https://t.co/5AlZguDLaf https://t.co/DlswsD5vSJ",0.0,0.69,0.31,-0.6705,78
CNN,Mon Aug 27 00:00:00 +0000 2018,"They pledge. Get hazed. The cycle continues.

How Greek life perpetuates an ""environment of fear""… https://t.co/cZuCv4hUpt",0.0,1.0,0.0,0.0,79
